RA,Dec
283.66833,-78.89736
283.69626,48.85917
283.73666,73.85333
283.75876,-31.1643
283.76959,42.99778
283.83582,42.82653
283.85001,-0.12528
283.86417,8.40236
283.8779,-16.37889
283.93124,44.17403
283.98874,23.56958
284.00958,1.31514
284.03833,2.29569
284.0675,-19.71305
284.07043,-26.70264
284.08667,37.21111
284.10834,65.25916
284.11835,-49.00278
284.14624,-37.90931
284.15625,4.26611
284.17874,50.23389
284.20959,-54.70681
284.25708,32.90153
284.30499,64.10653
284.32709,62.39556
284.33084,-31.40333
284.33209,1.34431
284.35419,37.26667
284.39999,35.69069
284.41541,37.99028
284.41833,54.49514
284.48959,65.18764
284.50375,48.83903
284.51208,-20.49472
284.51416,-29.88847
284.56125,-0.44903
284.625,-34.77861
284.62958,49.24278
284.63168,-1.58153
284.68124,-37.105
284.68292,29.25139
284.68832,-32.81445
284.71292,32.85125
284.76752,28.10917
284.77249,13.62361
284.79376,21.63569
284.87253,-4.04778
284.91208,15.06486
285.14291,69.98014
285.23709,67.78833
285.27042,-37.05903
285.2775,-28.71389
285.29001,-58.89361
285.30084,25.84264
285.34082,47.04556
285.35086,46.92736
285.36502,-34.37417
285.37918,-37.01486
285.41168,-36.88139
285.4129,-36.74903
285.42084,1.43847
285.4725,-15.93792
285.51123,-37.13292
285.55832,14.2775
285.5679,2.73861
285.66959,32.52583
285.70834,76.51361
285.7525,-49.36458
285.75418,-49.85347
285.80334,21.57514
285.80457,55.67653
285.82541,63.9925
285.84082,-0.91333
285.87042,62.09431
285.88791,10.73208
285.89209,1.81069
286.01373,-64.00305
286.02377,51.00945
286.05042,36.45042
286.06085,35.26361
286.08417,-41.05153
286.32791,-1.51542
286.35623,42.46041
286.35834,13.86
286.44873,78.07806
286.45044,23.32514
286.53543,-48.84111
286.54041,-13.05333
286.56375,17.69917
286.58209,-52.34111
286.58914,27.71319
286.63208,68.28653
286.69333,-13.22375
286.81711,12.05042
286.82001,44.01931
286.84085,-20.78375
286.88541,30.25361
286.88583,7.13806
286.94998,38.92805
286.95792,-39.39486
286.98584,-1.28014
287.06665,25.37458
287.10873,52.42569
287.13165,-30.97861
287.14709,27.19472
287.17334,-0.99875
287.20834,-42.42681
287.22833,-49.22194
287.24878,6.07389
287.29291,66.87292
287.29749,76.56069
287.33459,-54.28764
287.37289,-44.21125
287.40417,-62.48139
287.41376,9.82931
287.41708,-11.78306
287.41791,-39.82819
287.41833,49.50125
287.46457,40.97917
287.50333,-28.52097
287.53375,-22.64958
287.5575,13.62444
287.56543,-63.49403
287.60416,-46.33014
287.6171,67.69195
287.61917,-23.32611
287.63,21.76375
287.70209,-38.91389
287.71542,-2.07542
287.72165,28.93944
287.73792,-60.26778
287.74915,-62.83833
287.75415,44.92222
287.77707,-11.72958
287.78082,9.10653
287.8175,0.58458
287.84375,22.09542
287.86401,-19.1175
287.8775,26.7375
287.89459,-34.58347
287.9325,50.61694
287.93958,-19.18792
287.94708,-26.07292
287.95709,4.98264
287.96289,28.83667
287.97958,31.41167
287.98209,5.05014
288.01373,-75.17083
288.02124,46.32528
288.02835,-42.01764
288.04791,57.66861
288.14667,-20.33361
288.17084,-75.29889
288.21542,36.92042
288.25415,-36.55125
288.25998,44.6082
288.27499,79.8822
288.31,28.1775
288.35458,-20.8182
288.44293,-20.45347
288.5025,23.71542
288.50793,44.64708
288.50876,49.09195
288.565,50.93306
288.58334,62.50111
288.60876,24.94486
288.63458,34.54708
288.66626,-59.46722
288.66708,19.31708
288.70416,31.85875
288.70667,-8.39542
288.71085,24.54097
288.73999,77.11111
288.7446,-29.16181
288.76041,28.72694
288.77628,-26.61306
288.79083,-19.09375
288.79166,-4.5025
288.79666,-29.25
288.8046,15.41639
288.82751,52.49361
288.89041,44.61792
288.89041,-24.18722
288.89124,-8.50306
288.90292,35.23056
288.93582,-26.95403
288.94458,18.21167
288.95041,-26.88569
289.01752,35.42653
289.03333,56.36125
289.04749,-53.47306
289.05832,-30.4575
289.15915,0.12639
289.17542,-63.86722
289.20959,0.39472
289.26624,9.34361
289.27209,-33.51667
289.28876,41.26361
289.35126,-37.94875
289.40625,-13.25583
289.41251,-25.57653
289.4346,-44.00597
289.43625,-19.3575
289.50085,-19.76028
289.54001,25.98722
289.54251,37.8875
289.55334,-38.38472
289.55417,34.13625
289.60251,59.9982
289.63544,-8.71306
289.68915,16.48667
289.68915,-28.41
289.69958,-5.23736
289.70248,19.61
289.72794,43.82417
289.74127,49.85708
289.78165,7.98931
289.81833,42.28403
289.82001,14.18014
289.83167,-1.57278
289.84125,50.72292
289.86874,-29.96903
289.90335,37.33472
290.01334,-51.92111
290.02625,-27.57458
290.03583,-15.10361
290.07834,-23.8375
290.11041,-1.31472
290.1329,-5.41722
290.17334,31.16583
290.21667,19.05861
290.2825,43.97861
290.31375,-58.66972
290.3479,-20.42333
290.35959,-77.46181
290.36624,74.55708
290.37164,-34.98458
290.375,-29.47597
290.38376,42.51139
290.40332,-28.22208
290.4375,-19.80889
290.45499,4.54986
290.46707,7.10236
290.46793,-58.97181
290.55707,69.18681
290.58792,-27.91486
290.61417,62.22292
290.63959,-16.54764
290.66666,-20.64458
290.67041,-6.20278
290.67209,9.84917
290.67542,-5.26653
290.70084,9.9125
290.70667,-63.1857
290.73959,-14.25806
290.7879,43.69347
290.80124,-22.775
290.84415,14.08542
290.85791,-25.04111
290.88208,-21.07556
290.90915,-46.10875
290.94,51.26903
290.97498,-40.61486
290.98166,-30.32055
291.05502,66.94361
291.06918,13.73208
291.13666,26.36
291.13748,50.23764
291.21164,-29.24375
291.25919,44.49681
291.26126,28.26111
291.26291,50.72097
291.27167,-43.56667
291.27664,-23.04389
291.33377,37.09097
291.33667,20.26778
291.375,3.11125
291.38,-42.94861
291.49292,-56.56222
291.53711,14.20028
291.54416,48.5457
291.55084,38.05097
291.61169,13.36486
291.62958,-15.78833
291.63083,-19.28431
291.6329,11.85319
291.63708,-44.42694
291.64999,78.6682
291.65292,-18.43292
291.70291,50.14153
291.70624,61.9125
291.75375,-53.71139
291.75916,12.70042
291.76749,21.09208
291.78625,24.92194
291.83209,65.56514
291.8429,28.15958
291.86667,-38.7868
291.87167,12.5375
291.89209,65.83153
291.90125,37.93917
291.92123,74.15889
291.95001,73.96584
292.02625,-40.8375
292.02832,15.31528
292.04294,48.94167
292.0546,-50.93861
292.065,12.535
292.0925,27.52347
292.09625,52.88055
292.11166,54.78889
292.13333,-35.13375
292.13959,53.65014
292.21042,47.94417
292.31622,-17.99819
292.37164,-23.95403
292.37335,36.28583
292.4075,-40.31639
292.40875,11.29917
292.41501,-22.79
292.42209,-30.80111
292.45709,46.37528
292.48541,16.31264
292.50665,-15.15819
292.51498,-29.65569
292.54709,-21.9782
292.5625,85.68278
292.57001,49.53222
292.60168,64.49
292.66086,-84.38153
292.66873,35.10194
292.69916,-52.7375
292.78876,-41.2318
292.78958,9.62056
292.80417,36.125
292.8075,60.00042
292.80789,55.73069
292.84793,36.70333
292.85043,67.40041
292.85086,-21.57292
292.85333,-5.04375
292.89667,5.93528
292.90125,-43.61611
292.91251,-33.90722
292.92709,52.99764
292.95874,-26.57681
293.01752,16.07083
293.08499,69.66611
293.11914,34.88847
293.13791,54.55028
293.22,-8.30292
293.26083,3.76347
293.2821,37.01208
293.33459,7.43778
293.36584,54.60875
293.3996,-18.61417
293.42041,50.04958
293.44833,32.90625
293.49832,15.37444
293.49915,5.05028
293.55252,-24.32306
293.57458,16.85819
293.62668,-15.22403
293.69,30.51681
293.69791,-38.08514
293.7421,33.88375
293.76831,-18.56583
293.77832,-10.56292
293.78918,-69.9732
293.83417,-73.49333
293.83832,67.57222
293.85458,2.91111
293.86581,53.76292
293.87042,37.76805
293.90918,1.57458
293.96249,-2.45347
293.98502,56.98222
293.98877,-43.5168
294.01917,3.42944
294.02042,52.6475
294.02417,24.73167
294.04248,-45.31111
294.05084,-49.13055
294.06668,14.39222
294.09625,15.89181
294.11295,50.21958
294.11499,-5.12417
294.14374,38.29208
294.15668,44.69375
294.17749,-24.88361
294.23541,-47.33097
294.25583,31.7875
294.26752,-4.03847
294.27625,6.61264
294.28043,-51.56944
294.28461,66.13917
294.31375,-39.96847
294.31793,26.15819
294.35876,41.77972
294.38669,-6.21806
294.42419,80.60847
294.44583,30.35583
294.45084,-4.64792
294.51834,-51.16389
294.54501,57.7207
294.54831,-47.79222
294.56876,17.31389
294.57709,54.15792
294.58374,-43.44611
294.62167,35.88222
294.63419,38.62708
294.64957,-46.21569
294.66669,30.50972
294.67459,54.97306
294.68918,33.19208
294.71918,-25.87333
294.73416,35.23528
294.77792,-25.73278
294.82959,-25.64833
294.84332,30.15597
294.87418,70.13111
294.90335,26.62181
294.91083,-6.06361
295.04834,-10.42472
295.0625,-30.26458
295.07166,68.12722
295.18668,25.59472
295.1929,-16.28389
295.20001,-70.93931
295.38461,-46.77208
295.41,-8.63278
295.50168,-21.06514
295.52499,65.78208
295.55417,-20.76306
295.61752,60.58931
295.67209,-10.32458
295.69125,8.38264
295.69293,10.56083
295.72833,-44.11028
295.76044,59.58514
295.77832,-35.16694
295.77917,-16.54944
295.85291,-37.37153
295.86417,-9.09597
295.89249,-15.47056
295.89709,-16.5232
295.905,32.42305
295.91876,46.67153
295.92917,25.77083
295.9296,50.07778
295.97791,-5.77611
295.98376,21.29194
296.00626,28.74889
296.04376,-26.54111
296.06165,56.1693
296.09415,-45.39069
296.09625,65.87111
296.17877,-7.84083
296.22375,-23.62861
296.23044,-21.72181
296.24582,45.13097
296.2771,-37.85222
296.37125,-7.01528
296.4021,-14.46611
296.46875,23.50417
296.48959,4.24764
296.51251,2.04028
296.5704,-4.74889
296.60666,33.72722
296.63708,-42.94181
296.66544,70.76444
296.67374,-28.8925
296.70206,-28.4875
296.78583,-76.39306
296.78958,-78.96486
296.81332,64.04459
296.83542,-38.92611
296.84915,30.76625
296.89084,1.08958
296.89249,-38.68639
296.89792,22.48028
296.91415,9.49556
296.91708,-17.07181
296.91959,-5.69917
296.92545,-41.99792
296.9429,1.48625
296.97333,-45.71736
297.05374,9.30722
297.06918,59.42194
297.07166,51.23403
297.13544,-76.0993
297.18167,11.82
297.18585,57.15028
297.21249,-62.12903
297.26208,29.88278
297.2825,77.7375
297.3075,-51.08805
297.30917,-18.78486
297.34793,41.58931
297.39209,9.11542
297.39832,-8.08014
297.42667,3.29764
297.42874,-32.76542
297.43585,-79.75542
297.48541,27.08333
297.52167,38.36542
297.54001,-40.00361
297.56668,31.78097
297.57626,-65.78667
297.58542,33.23875
297.69415,-10.76986
297.69586,8.86653
297.73376,-30.67847
297.78918,46.4818
297.79916,-50.94403
297.80624,8.70528
297.82709,47.37625
297.8429,-31.09819
297.85458,40.73472
297.89957,-35.17486
297.93457,53.69611
297.94458,8.07097
297.95291,37.28667
298.0379,7.45792
298.07834,-55.07264
298.09,-18.77833
298.10709,38.00403
298.14542,49.97139
298.17377,31.94875
298.19583,-23.35695
298.24417,32.8775
298.2775,-14.60278
298.28,40.45389
298.30124,-10.29528
298.36292,3.70153
298.36502,-30.27444
298.36667,4.57306
298.37543,25.67236
298.41916,50.41555
298.46667,-82.67722
298.46832,62.80292
298.47791,44.41514
298.50793,-14.62278
298.51041,10.70028
298.5304,25.31944
298.57083,-55.61972
298.57376,-12.29583
298.57376,-23.94125
298.63959,49.65722
298.68167,12.73736
298.6925,84.49375
298.73956,-23.86042
298.7525,-16.05792
298.76291,-56.67542
298.79999,0.76306
298.79999,-0.84167
298.82834,6.41111
298.92291,32.09611
298.95126,2.25583
299.01166,-32.12222
299.01541,-26.09556
299.16251,-12.58931
299.17041,37.56694
299.17709,-43.25417
299.19376,53.07347
299.22375,30.82861
299.25958,61.84389
299.2692,-41.68917
299.29623,-57.63986
299.30417,29.8225
299.32458,57.8575
299.42291,-38.06097
299.47418,14.34278
299.49252,66.71472
299.49832,23.89889
299.5246,-4.05292
299.56418,-55.1775
299.565,-30.18875
299.59125,35.19903
299.60165,-57.41555
299.63,33.27778
299.65375,15.73139
299.6796,70.36667
299.77374,-34.91625
299.78708,62.83055
299.80377,-35.12875
299.84961,-4.53194
299.85083,11.70972
299.8696,40.73486
299.87665,21.56014
299.90085,22.71931
299.93793,-50.35209
299.94,14.45194
299.96542,39.48458
300.0,65.14848
300.02914,-13.71361
300.03625,7.76056
300.06583,-54.2875
300.08374,-33.70319
300.09875,-36.9282
300.13251,59.3575
300.18042,22.71111
300.1825,-50.68514
300.19583,32.95236
300.21915,-34.63556
300.23584,-18.41125
300.23874,-17.81569
300.29834,4.48458
300.36084,10.75153
300.38,-38.25694
300.39166,28.23639
300.39499,70.4557
300.40375,-33.21875
300.45874,33.80972
300.5025,32.62903
300.50665,6.08028
300.52335,-83.44167
300.53415,54.64097
300.57916,33.65333
300.64542,-71.32861
300.68918,59.3375
300.68918,63.04055
300.69708,3.32458
300.69958,-4.60028
300.73291,25.56417
300.78165,68.49583
300.81085,58.72597
300.82333,-22.43417
300.82666,-33.99708
300.86749,-23.38264
300.91376,32.04708
300.91415,-3.37708
300.95166,64.42847
300.97711,-8.95208
300.99127,10.46819
301.03207,17.07556
301.0354,7.27694
301.05209,-67.42667
301.05417,74.42583
301.07458,-26.33069
301.08459,-55.73292
301.09665,-8.00944
301.1221,-33.93306
301.1329,-23.69819
301.14917,-35.21417
301.15207,-42.57875
301.20044,15.90361
301.20126,26.48583
301.20624,-2.65431
301.25543,2.745
301.26584,54.43597
301.29041,38.47736
301.32083,-13.04292
301.33167,10.84028
301.34543,56.34125
301.37875,48.36153
301.38956,-39.78528
301.42499,22.66542
301.42709,17.59542
301.46918,-29.58208
301.47083,-41.57958
301.47165,-7.11611
301.48834,69.31583
301.48877,35.78556
301.53168,-9.80222
301.55624,-73.77597
301.59085,35.97222
301.64542,50.68306
301.69708,4.45931
301.74207,-34.55042
301.77417,36.8257
301.81375,-46.72528
301.85001,-51.79125
301.89209,-55.01722
301.90167,17.70472
301.92999,55.59958
301.93582,-31.75222
301.94623,55.06458
301.95667,9.39764
301.96832,-11.14556
301.98959,68.43375
301.99707,16.16542
302.01123,-70.73042
302.03125,43.89958
302.0596,13.77833
302.11127,15.67583
302.12207,-84.1468
302.12793,0.35944
302.15167,5.02611
302.20166,-61.09681
302.27081,-26.22445
302.27335,-60.42708
302.27542,-54.37014
302.30002,32.56222
302.32666,-1.22333
302.34998,-23.22069
302.3504,-85.65305
302.35666,-48.83153
302.44666,-71.47
302.47833,-45.31389
302.50418,-28.0275
302.52792,-46.36833
302.57291,-13.54944
302.58334,-25.39903
302.5954,11.54319
302.64499,6.53569
302.65253,28.20306
302.68292,4.91347
302.79709,-40.52861
302.80042,-0.03111
302.81961,-15.77542
302.83167,40.88194
302.85709,38.39875
302.86627,-57.41875
302.8775,13.3575
302.89459,62.07833
302.92581,50.66736
302.97876,38.26583
302.99585,-57.08736
302.99792,-41.48625
303.02625,46.48236
303.02789,-50.64194
303.08542,-50.19292
303.15417,31.25667
303.15958,-56.84389
303.215,56.5257
303.29166,40.03944
303.345,8.9825
303.46542,24.48917
303.4675,-45.16806
303.47626,16.42403
303.52127,22.22597
303.52292,-80.64333
303.565,-50.11431
303.62665,61.38931
303.64874,-8.4525
303.69998,25.34889
303.70584,45.02875
303.70792,-24.51208
303.72125,16.77653
303.73166,-56.97583
303.82877,56.15625
303.8421,-60.91625
303.84625,-44.08125
303.92291,65.85333
303.99002,-17.06069
303.99542,-18.6468
304.01999,-23.51361
304.02292,38.16236
304.02917,25.27917
304.03497,-36.8807
304.04126,70.9018
304.05502,-80.81042
304.08041,49.88972
304.12836,-37.25958
304.14377,-7.19722
304.19708,24.66986
304.22708,33.99306
304.24002,31.11528
304.25168,37.42333
304.26794,-45.35431
304.35669,16.05694
304.38,-41.24778
304.38248,-45.33167
304.3829,25.19847
304.39417,-3.66458
304.4325,57.16028
304.46335,54.32542
304.50333,-28.1293
304.51334,-12.54486
304.58707,24.57236
304.60208,-41.04778
304.62833,-41.08375
304.64291,-65.85667
304.67374,-52.70875
304.72916,15.12139
304.74127,56.13236
304.74667,56.60486
304.76291,-14.03486
304.85666,-25.23111
304.87,14.60167
304.88208,-8.30125
304.90582,62.25834
304.95334,-36.77708
304.95541,22.94125
304.95831,-12.51028
304.95874,-58.27486
304.98584,13.78486
305.01584,23.63833
305.02789,29.70444
305.09583,-22.43208
305.09583,-45.49375
305.11874,43.85305
305.12668,7.57514
305.14334,0.19139
305.21875,-30.03695
305.24625,38.56514
305.29126,-42.50167
305.29208,14.32917
305.29291,-14.95472
305.37875,31.84292
305.38751,32.31472
305.39499,15.42611
305.42917,-36.61042
305.43417,52.23
305.46542,32.41806
305.48209,-52.95597
305.6575,-39.90347
305.70792,26.95208
305.71375,27.13083
305.72333,14.55375
305.72333,-20.94514
305.76709,9.54264
305.83835,-55.59278
305.89624,25.15319
305.90833,-5.26361
305.91791,17.04319
305.9454,-13.55292
305.94626,6.62569
305.97333,46.92056
306.00165,-42.40805
306.01166,33.14014
306.03625,-54.54292
306.05042,-9.72764
306.09167,-23.47986
306.0925,34.77542
306.10086,-26.55389
306.12042,-8.80292
306.1525,-5.28097
306.2254,-18.13111
306.26126,-40.97361
306.27042,-4.48861
306.28833,36.52264
306.3075,73.61056
306.30914,-52.09542
306.34793,9.51819
306.36292,-21.49222
306.41211,41.89597
306.47668,-51.27986
306.54251,11.49
306.55042,-45.60653
306.63043,50.85889
306.63919,76.74236
306.71957,-4.25097
306.74374,33.71472
306.75668,-22.55569
306.76208,-30.51917
306.76959,-21.60514
306.77042,49.37125
306.82544,-40.56167
306.91083,77.57056
306.91208,14.33639
306.92752,52.48889
306.9754,14.14569
307.03583,14.96625
307.07126,-13.80819
307.09958,11.52083
307.12125,-33.42222
307.1796,-9.72153
307.18124,-11.47444
307.1821,-0.11431
307.20291,-45.20125
307.20544,-1.73681
307.20956,-22.01472
307.21414,-17.81375
307.24417,-17.43514
307.28543,12.68403
307.28918,-22.66764
307.31458,-40.74722
307.32126,0.50111
307.38458,12.45986
307.39667,48.42333
307.39667,73.90694
307.40503,-21.1275
307.43417,-55.37861
307.44916,9.68847
307.48999,-50.98056
307.51791,-58.75097
307.54584,79.84458
307.56042,-3.12361
307.61707,58.27555
307.63251,65.45
307.63959,-43.73514
307.70251,-35.54417
307.71957,-34.89264
307.72543,30.29111
307.78168,33.54139
307.80502,5.2175
307.95999,-40.61555
307.96375,12.24361
307.98416,-34.9782
308.01041,-10.38958
308.01123,-11.65236
308.01794,-5.24486
308.035,15.18903
308.05042,-44.75722
308.06583,37.63805
308.0675,-45.8625
308.10001,41.29972
308.10916,40.95694
308.12833,-5.73778
308.16916,4.8825
308.17166,41.23569
308.21417,46.84875
308.21918,-2.98472
308.26126,61.13945
308.28915,41.23153
308.29752,-38.46431
308.3071,-58.10695
308.31583,41.31347
308.31583,-22.88639
308.34583,-41.52208
308.35376,31.47111
308.40125,-3.34681
308.41125,-56.56167
308.56586,31.01556
308.57208,-34.48764
308.58585,64.64555
308.60165,10.56083
308.60876,-10.68361
308.60916,82.89278
308.62128,-25.54722
308.63791,-30.62528
308.64877,-13.39153
308.67252,-22.65847
308.67499,-34.07417
308.68875,-35.82264
308.68958,42.3807
308.69791,-7.22861
308.69873,-33.92222
308.73041,-27.58264
308.7475,-21.71667
308.74875,60.19208
308.76831,25.84028
308.77292,31.06542
308.7746,26.05472
308.80292,46.85333
308.91794,-15.64847
308.9679,10.09861
308.98502,27.71042
309.03583,-36.12042
309.07709,54.98639
309.09167,12.25542
309.10916,-53.87278
309.14166,17.14472
309.2121,-33.47139
309.29834,-44.74611
309.32626,-10.79278
309.33084,75.59834
309.38623,14.59375
309.48166,51.10722
309.55667,23.13056
309.58456,-1.10694
309.61832,-20.1832
309.62167,-69.53639
309.63293,41.50611
309.63666,25.94555
309.6879,-26.60708
309.71918,-14.9725
309.73001,33.94667
309.74042,3.05639
309.76208,45.20625
309.76501,64.11861
309.77252,23.64583
309.785,10.08611
309.79416,-19.98014
309.79459,-42.43278
309.8475,52.33278
309.85583,-19.04111
309.86334,-30.31236
309.86667,-30.21847
309.88336,27.26278
309.89999,5.20528
309.9054,4.96931
309.90875,-18.91861
309.92126,26.74694
309.92502,-27.21847
309.93332,50.59319
309.97501,6.33431
310.02499,-71.24819
310.03915,-0.87125
310.04626,17.21764
310.06207,-50.55305
310.07248,60.50417
310.07623,14.50847
310.07959,10.99486
310.14624,15.64403
310.19958,53.11486
310.22501,-0.59667
310.31042,-25.29667
310.32208,-14.76
310.32291,-13.415
310.36584,57.42931
310.39792,1.68792
310.42459,-24.7718
310.42752,-22.31944
310.45749,-37.56278
310.46335,-32.43444
310.48416,42.52
310.51749,-35.22236
310.52625,24.44875
310.55167,-26.24792
310.58624,-53.44528
310.63791,-84.40652
310.64709,75.13292
310.70416,41.37847
310.73959,-32.05569
310.75,26.8125
310.75082,15.35444
310.77832,3.41278
310.80499,-15.60458
310.80875,-21.73806
310.89542,24.12556
310.91919,-24.56944
310.935,-62.01611
310.96707,25.39792
310.97708,-2.11389
311.0004,53.24278
311.0025,-75.87708
311.01041,-7.97014
311.01666,28.55083
311.01874,13.23694
311.04126,-10.725
311.08417,-53.85305
311.09332,-9.96
311.11249,59.03389
311.16333,47.96597
311.17416,50.66236
311.23291,-11.86431
311.23917,29.27042
311.28915,-31.33972
311.30124,-35.16472
311.30542,-30.17306
311.306,-40.8125
311.32584,56.69639
311.39709,-39.82764
311.39917,-12.5575
311.40039,-8.87778
311.43085,-61.55181
311.44208,-34.82084
311.50375,-37.62569
311.5054,-34.50125
311.52582,-25.26986
311.55707,15.90583
311.57458,28.26444
311.58749,-2.81361
311.58749,-36.28014
311.66376,16.12486
311.68332,-11.80083
311.715,-28.48792
311.71582,-10.68819
311.73083,-24.59653
311.74042,-2.99361
311.81085,57.60639
311.88583,-36.22986
311.90417,-29.15042
311.92957,-38.60986
311.93332,43.27056
311.93668,-36.59417
311.94125,-2.76931
311.95001,-74.14264
311.97375,28.96208
312.04498,-6.80028
312.04916,-17.83736
312.05542,33.44056
312.07791,69.14139
312.07791,-28.0218
312.08749,35.39611
312.09293,-22.74055
312.12915,35.85764
312.12915,-43.00111
312.17749,25.25361
312.22333,12.37194
312.2421,22.32333
312.24792,-6.74806
312.28918,-48.77
312.33084,-25.37472
312.3396,-16.40972
312.34,-0.65833
312.35001,6.79361
312.37292,71.77389
312.38333,-39.03194
312.40582,-80.13333
312.41583,22.65389
312.4429,25.76917
312.4679,-30.48667
312.46918,12.90486
312.48294,-32.28625
312.49335,-33.78111
312.51373,-75.91319
312.54501,29.38347
312.54623,-11.32208
312.57126,-14.50847
312.61377,22.87903
312.63416,-7.02472
312.67874,28.77875
312.6796,1.39625
312.78333,2.26528
312.82599,31.0535
312.88458,45.78514
312.89709,-37.96139
312.92166,-33.05695
312.98126,-23.61431
313.03543,27.09611
313.09961,48.33292
313.13251,-1.78472
313.17749,8.1775
313.18207,46.66014
313.24002,42.97375
313.24084,44.12125
313.31,-2.35847
313.32916,62.15778
313.37335,-17.57083
313.37375,-60.50583
313.46292,29.38736
313.47375,44.38556
313.51001,-36.64847
313.59042,9.04139
313.61667,9.10431
313.62085,-8.14347
313.64166,-75.03167
313.66,36.2043
313.73709,0.25931
313.74002,-23.30486
313.82584,-40.64847
313.84293,50.42514
313.845,2.35514
313.84711,38.54236
313.86749,-0.35653
313.94919,-17.11583
313.95584,43.87125
313.9725,-62.95486
314.01166,-17.1818
314.01541,-19.94889
314.17209,-85.45277
314.18457,49.66986
314.19583,-26.2975
314.20001,-4.84597
314.21707,-30.2425
314.29294,19.64875
314.30167,0.46528
314.34042,-59.07069
314.34918,48.22417
314.37915,60.05444
314.41501,-24.48861
314.41833,61.35986
314.43668,28.07708
314.43793,25.5043
314.51208,-7.78431
314.55167,30.07625
314.55334,29.34375
314.56082,35.17361
314.57584,-43.75361
314.61124,10.84236
314.62625,-28.00153
314.62958,-9.0425
314.66083,-70.41944
314.67166,-14.48625
314.67334,-1.27181
314.6904,20.06458
314.6925,14.29528
314.72876,44.06083
314.76917,4.29333
314.79419,-9.475
314.82999,-78.18014
314.83127,-59.03361
314.8371,-31.7925
314.88791,-51.59806
314.91251,-0.63347
314.92291,-38.97986
314.94083,31.84444
314.94293,-20.46986
314.98999,-21.65847
315.0054,-24.43694
315.00583,-7.19653
315.02127,40.07153
315.02292,-42.64569
315.03375,48.68958
315.04373,-34.13805
315.11542,-17.15375
315.20377,45.50528
315.20459,-8.34403
315.21625,-43.08805
315.23248,-41.53056
315.24582,51.05542
315.24707,-61.53625
315.25458,74.22166
315.25793,26.25514
315.26624,-41.24306
315.28458,-41.98236
315.28625,-5.7975
315.28958,11.95403
315.30585,8.58806
315.32623,-32.25986
315.33252,-19.91055
315.33835,-49.55611
315.34958,9.22458
315.35043,5.70208
315.35544,-45.83639
315.37875,-9.69972
315.39499,-41.00153
315.41544,68.16
315.4379,10.14528
315.47586,-28.07
315.49167,-42.32292
315.50708,33.99236
315.54169,-9.48736
315.54333,-24.53389
315.56583,-31.48778
315.5679,25.86695
315.59042,10.97014
315.60709,27.80806
315.67252,45.88486
315.6929,-37.36375
315.69501,-35.1875
315.7171,22.74278
315.74127,-38.63181
315.74457,-22.93431
315.76334,1.52917
315.80209,31.84431
315.8179,-12.25097
315.82001,41.06944
315.84253,-21.79528
315.85294,19.50722
315.86084,16.28278
315.86542,-43.33931
315.90836,-4.93
315.91415,7.89333
315.92126,-62.54153
315.95291,-24.6643
315.95291,-36.1032
315.95331,34.21847
315.96918,-20.78375
316.01709,14.37097
316.035,-23.69083
316.0354,63.37889
316.04416,49.215
316.06833,21.30458
316.07333,-22.16986
316.07666,-41.34708
316.07919,75.06639
316.08789,-2.20917
316.10751,14.64111
316.1171,70.76403
316.17874,-77.02333
316.19125,-35.43389
316.22,14.02611
316.22794,-51.82639
316.25415,-48.61778
316.2825,-49.60986
316.28375,7.94597
316.29376,-82.71333
316.36209,-44.43597
316.36334,5.95847
316.40417,-38.70625
316.42123,23.62111
316.45749,39.82972
316.46042,4.24319
316.49582,-36.25958
316.5,31.66528
316.50708,54.36361
316.52542,-38.76097
316.54666,12.66486
316.56082,-21.79042
316.56958,34.44194
316.57208,-59.68514
316.59125,69.11264
316.65875,76.38055
316.71625,-21.90333
316.7175,38.73792
316.755,-50.1723
316.77585,-8.13861
316.77957,6.54639
316.78043,-11.58444
316.78207,-25.44542
316.79623,-13.92514
316.81958,-22.31083
316.82541,-24.07972
316.83957,-29.98986
316.84042,-14.90319
316.85043,-9.97028
316.85666,-21.1818
316.87082,-48.60778
316.88,34.3925
316.88876,58.58736
316.89749,32.58028
316.9021,-13.08347
316.9025,-31.41333
316.92001,30.3693
316.94458,-16.61806
316.94794,13.95972
316.9671,-43.51222
316.97125,49.545
316.99377,-5.29556
316.9975,-37.90014
317.03543,-3.55528
317.04083,26.40889
317.05667,-43.84069
317.19083,-4.42764
317.19626,-2.82931
317.23001,-66.62153
317.23874,40.44653
317.29208,-9.66972
317.32001,-43.34917
317.32458,-15.73417
317.32501,-3.89292
317.32794,48.16847
317.34998,-73.16944
317.36917,-38.21958
317.38458,-20.55514
317.38541,35.54583
317.45001,40.49556
317.46375,-24.4025
317.4675,16.15569
317.49374,-49.24445
317.50876,-32.53278
317.52042,-19.33472
317.52124,37.4575
317.55374,-38.25542
317.60333,70.76681
317.60416,-54.57472
317.61667,-9.09292
317.63,-27.17945
317.6329,22.45514
317.68668,16.38681
317.73584,33.38458
317.76126,-83.41055
317.84708,-52.33792
317.86456,76.24306
317.86667,44.99236
317.95374,-12.65875
317.98291,-32.97597
318.00543,-13.67958
318.01126,-6.59625
318.03375,-8.83444
318.03543,-14.73736
318.05917,-40.26944
318.09125,-15.00028
318.10416,-41.47931
